dt,AverageTemperature,AverageTemperatureUncertainty,Country
1950-04-01,24494,305,Brazil
1950-05-01,24178,0.4370000000000001,Brazil
1950-06-01,23.480999999999998,0.33,Brazil
1950-07-01,23224,213,Brazil
1950-08-01,24.281999999999996,0.5720000000000001,Brazil
1950-09-01,25.066999999999997,537,Brazil
1950-10-01,24983,355,Brazil
1950-11-01,25475,333,Brazil
1950-12-01,25179,201,Brazil
1951-01-01,25118,0.32299999999999995,Brazil
1951-02-01,25434,0.32299999999999995,Brazil
1951-03-01,25.65,319,Brazil
1951-04-01,23959,163,Brazil
1951-05-01,24.054000000000002,624,Brazil
1951-06-01,23268,0.5,Brazil
1951-07-01,23.203000000000003,474,Brazil
1951-08-01,24205,0.26,Brazil
1951-09-01,25.57,285,Brazil
1951-10-01,25.76,211,Brazil
1951-11-01,25844,376,Brazil
1951-12-01,25503,0.16699999999999998,Brazil
1952-01-01,25801,327,Brazil
1952-02-01,25874,433,Brazil
1952-03-01,25.569000000000003,248,Brazil
1952-04-01,24268,226,Brazil
1952-05-01,24039,262,Brazil
1952-06-01,22.854000000000006,232,Brazil
1952-07-01,23483,159,Brazil
1952-08-01,24706,211,Brazil
1952-09-01,25.101999999999997,267,Brazil
1952-10-01,25.506999999999998,0.16,Brazil
1952-11-01,25586,145,Brazil
1952-12-01,25.430999999999997,327,Brazil
1953-01-01,25.604000000000006,297,Brazil
1953-02-01,25.671999999999997,223,Brazil
1953-03-01,25.508000000000003,267,Brazil
1953-04-01,24585,181,Brazil
1953-05-01,24529,195,Brazil
1953-06-01,23.604000000000006,211,Brazil
1953-07-01,22596,224,Brazil
1953-08-01,25.07,155,Brazil
1953-09-01,25835,503,Brazil
1953-10-01,25498,421,Brazil
1953-11-01,25849,212,Brazil
1953-12-01,25.596999999999998,269,Brazil
1954-01-01,25.569000000000006,238,Brazil
1954-02-01,25.645000000000003,297,Brazil
1954-03-01,25.32,239,Brazil
1954-04-01,24936,0.28300000000000003,Brazil
1954-05-01,24.076999999999998,194,Brazil
1954-06-01,23804,206,Brazil
1954-07-01,23.173000000000002,197,Brazil
1954-08-01,24412,282,Brazil
1954-09-01,25801,0.29100000000000004,Brazil
1954-10-01,25615,222,Brazil
1954-11-01,25807,299,Brazil
1954-12-01,25445,177,Brazil
1955-01-01,25.285999999999998,198,Brazil
1955-02-01,25.456000000000003,324,Brazil
1955-03-01,25336,355,Brazil
1955-04-01,24621,191,Brazil
1955-05-01,23.930999999999997,251,Brazil
1955-06-01,23.73,0.24,Brazil
1955-07-01,22.531999999999996,258,Brazil
1955-08-01,24.441999999999997,251,Brazil
1955-09-01,25693,241,Brazil
1955-10-01,25459,193,Brazil
1955-11-01,25.53,259,Brazil
1955-12-01,25.17,0.35100000000000003,Brazil
1956-01-01,25.348000000000006,309,Brazil
1956-02-01,25.15,256,Brazil
1956-03-01,25351,231,Brazil
1956-04-01,24.308000000000003,307,Brazil
1956-05-01,23.500999999999998,279,Brazil
1956-06-01,22659,294,Brazil
1956-07-01,23.293000000000003,243,Brazil
1956-08-01,23485,223,Brazil
1956-09-01,25.351999999999997,275,Brazil
1956-10-01,25154,378,Brazil
1956-11-01,25052,328,Brazil
1956-12-01,25103,332,Brazil
1957-01-01,24859,302,Brazil
1957-02-01,25.331999999999997,0.31,Brazil
1957-03-01,25.156999999999996,421,Brazil
1957-04-01,24269,287,Brazil
1957-05-01,24406,191,Brazil
1957-06-01,23684,429,Brazil
1957-07-01,22859,438,Brazil
1957-08-01,24572,0.6729999999999999,Brazil
1957-09-01,25061,745,Brazil
1957-10-01,25719,366,Brazil
1957-11-01,25.75,284,Brazil
1957-12-01,25955,388,Brazil
1958-01-01,26089,409,Brazil
1958-02-01,26246,396,Brazil
1958-03-01,25.785999999999998,162,Brazil
1958-04-01,24865,287,Brazil
1958-05-01,24.348000000000003,0.35,Brazil
1958-06-01,24.241999999999997,342,Brazil
1958-07-01,24.366999999999997,338,Brazil
1958-08-01,24.13,313,Brazil
1958-09-01,25662,0.14400000000000002,Brazil
1958-10-01,25616,371,Brazil
1958-11-01,25.92,273,Brazil
1958-12-01,25.945999999999998,0.29,Brazil
1959-01-01,25.723000000000006,438,Brazil
1959-02-01,25747,191,Brazil
1959-03-01,25357,333,Brazil
1959-04-01,25415,275,Brazil
1959-05-01,24469,207,Brazil
1959-06-01,23.633000000000006,223,Brazil
1959-07-01,24044,417,Brazil
1959-08-01,24625,354,Brazil
1959-09-01,25627,269,Brazil
1959-10-01,25801,411,Brazil
1959-11-01,25.548000000000002,218,Brazil
1959-12-01,25.898000000000003,249,Brazil
1960-01-01,25515,321,Brazil
1960-02-01,25.44,243,Brazil
1960-03-01,25.284000000000002,282,Brazil
1960-04-01,24.488000000000003,362,Brazil
1960-05-01,23393,0.42,Brazil
1960-06-01,23.380000000000006,537,Brazil
1960-07-01,23386,519,Brazil
1960-08-01,24153,441,Brazil
1960-09-01,25369,202,Brazil
1960-10-01,25.694000000000006,343,Brazil
1960-11-01,25.528000000000002,0.3,Brazil
1960-12-01,25.401999999999997,238,Brazil
1961-01-01,25548,269,Brazil
1961-02-01,25294,241,Brazil
1961-03-01,25.55,0.17800000000000002,Brazil
1961-04-01,25147,338,Brazil
1961-05-01,24479,279,Brazil
1961-06-01,23.34,307,Brazil
1961-07-01,23.386999999999997,203,Brazil
1961-08-01,25153,258,Brazil
1961-09-01,26283,0.21600000000000005,Brazil
1961-10-01,25.933000000000003,271,Brazil
1961-11-01,26.21,247,Brazil
1961-12-01,25.433000000000003,295,Brazil
1962-01-01,25529,229,Brazil
1962-02-01,25689,237,Brazil
1962-03-01,25497,191,Brazil
1962-04-01,24.666999999999998,361,Brazil
1962-05-01,23.94,217,Brazil
1962-06-01,23.011000000000006,552,Brazil
1962-07-01,22.679000000000002,292,Brazil
1962-08-01,24.480999999999998,248,Brazil
1962-09-01,25772,187,Brazil
1962-10-01,25.2,396,Brazil
1962-11-01,25981,128,Brazil
1962-12-01,25662,163,Brazil
1963-01-01,25655,0.16399999999999998,Brazil
1963-02-01,25.308000000000003,413,Brazil
1963-03-01,25.616999999999997,0.28600000000000003,Brazil
1963-04-01,24.916999999999998,244,Brazil
1963-05-01,23908,223,Brazil
1963-06-01,23.136000000000006,0.38,Brazil
1963-07-01,23474,242,Brazil
1963-08-01,24.851999999999997,263,Brazil
1963-09-01,26152,0.28300000000000003,Brazil
1963-10-01,26.89,277,Brazil
1963-11-01,26413,488,Brazil
1963-12-01,25737,209,Brazil
1964-01-01,25686,259,Brazil
1964-02-01,25698,209,Brazil
1964-03-01,25.403000000000002,197,Brazil
1964-04-01,25065,226,Brazil
1964-05-01,23.936999999999998,227,Brazil
1964-06-01,22.976000000000006,336,Brazil
1964-07-01,22.883000000000003,0.23,Brazil
1964-08-01,24.738000000000003,269,Brazil
1964-09-01,25.26,257,Brazil
1964-10-01,24935,396,Brazil
1964-11-01,25.153000000000002,208,Brazil
1964-12-01,25075,262,Brazil
1965-01-01,25225,174,Brazil
1965-02-01,25.511999999999997,314,Brazil
1965-03-01,24.703000000000003,324,Brazil
1965-04-01,24576,189,Brazil
1965-05-01,24294,358,Brazil
1965-06-01,23894,409,Brazil
1965-07-01,23425,303,Brazil
1965-08-01,24755,192,Brazil
1965-09-01,25862,0.28800000000000003,Brazil
1965-10-01,25747,316,Brazil
1965-11-01,25891,424,Brazil
1965-12-01,25.921999999999997,273,Brazil
1966-01-01,25.968000000000004,212,Brazil
1966-02-01,25689,165,Brazil
1966-03-01,25.631999999999998,292,Brazil
1966-04-01,24939,165,Brazil
1966-05-01,24406,0.26,Brazil
1966-06-01,23868,206,Brazil
1966-07-01,23581,448,Brazil
1966-08-01,24219,0.16899999999999998,Brazil
1966-09-01,25024,321,Brazil
1966-10-01,25.944000000000006,238,Brazil
1966-11-01,25822,209,Brazil
1966-12-01,25945,171,Brazil
1967-01-01,25594,109,Brazil
1967-02-01,25.340999999999998,184,Brazil
1967-03-01,25.19,219,Brazil
1967-04-01,24699,233,Brazil
1967-05-01,24638,207,Brazil
1967-06-01,23.32,263,Brazil
1967-07-01,23.5,452,Brazil
1967-08-01,24984,377,Brazil
1967-09-01,25.93,225,Brazil
1967-10-01,25894,183,Brazil
1967-11-01,25551,254,Brazil
1967-12-01,25.523000000000003,269,Brazil
1968-01-01,25448,161,Brazil
1968-02-01,25083,199,Brazil
1968-03-01,25.054000000000002,278,Brazil
1968-04-01,24.078000000000003,235,Brazil
1968-05-01,22.964000000000002,0.17800000000000002,Brazil
1968-06-01,23.16,0.35,Brazil
1968-07-01,23377,192,Brazil
1968-08-01,24.3,195,Brazil
1968-09-01,24886,0.27,Brazil
1968-10-01,25.666999999999998,329,Brazil
1968-11-01,26072,152,Brazil
1968-12-01,25486,267,Brazil
1969-01-01,25.723000000000006,204,Brazil
1969-02-01,26.043000000000006,0.32299999999999995,Brazil
1969-03-01,25765,175,Brazil
1969-04-01,25164,0.33,Brazil
1969-05-01,24795,225,Brazil
1969-06-01,23.96,289,Brazil
1969-07-01,23.618000000000002,0.26,Brazil
1969-08-01,24675,239,Brazil
1969-09-01,26037,198,Brazil
1969-10-01,25.723000000000006,122,Brazil
1969-11-01,26354,202,Brazil
1969-12-01,25.535999999999998,314,Brazil
1970-01-01,25.695999999999998,196,Brazil
1970-02-01,25733,256,Brazil
1970-03-01,25.601999999999997,279,Brazil
1970-04-01,25193,326,Brazil
1970-05-01,24811,311,Brazil
1970-06-01,24.055999999999997,281,Brazil
1970-07-01,23.499000000000002,242,Brazil
1970-08-01,24572,227,Brazil
1970-09-01,25.444000000000003,153,Brazil
1970-10-01,25.828000000000003,0.29100000000000004,Brazil
1970-11-01,25729,248,Brazil
1970-12-01,26.13,315,Brazil
1971-01-01,25641,442,Brazil
1971-02-01,25.116000000000003,209,Brazil
1971-03-01,25237,196,Brazil
1971-04-01,24.319000000000006,297,Brazil
1971-05-01,23673,0.43,Brazil
1971-06-01,23.101999999999997,0.14300000000000002,Brazil
1971-07-01,23.375999999999998,219,Brazil
1971-08-01,24314,0.28300000000000003,Brazil
1971-09-01,25156,234,Brazil
1971-10-01,24708,344,Brazil
1971-11-01,25.136999999999997,274,Brazil
1971-12-01,25.523000000000003,0.29,Brazil
1972-01-01,25.14,312,Brazil
1972-02-01,25146,189,Brazil
1972-03-01,25.416999999999998,158,Brazil
1972-04-01,24311,222,Brazil
1972-05-01,24.64,156,Brazil
1972-06-01,24467,232,Brazil
1972-07-01,23.909000000000002,308,Brazil
1972-08-01,24.61,267,Brazil
1972-09-01,25577,262,Brazil
1972-10-01,25859,355,Brazil
1972-11-01,26175,223,Brazil
1972-12-01,25.916999999999998,221,Brazil
1973-01-01,26.276999999999997,211,Brazil
1973-02-01,26.156999999999996,189,Brazil
1973-03-01,25962,373,Brazil
1973-04-01,25.616999999999997,0.21600000000000005,Brazil
1973-05-01,24.326999999999998,272,Brazil
1973-06-01,24462,161,Brazil
1973-07-01,23.57,278,Brazil
1973-08-01,24465,0.29,Brazil
1973-09-01,25127,211,Brazil
1973-10-01,25.308000000000003,0.21600000000000005,Brazil
1973-11-01,25.511999999999997,132,Brazil
1973-12-01,25.250999999999998,181,Brazil
1974-01-01,25.116000000000003,209,Brazil
1974-02-01,25266,235,Brazil
1974-03-01,24726,244,Brazil
1974-04-01,24405,108,Brazil
1974-05-01,24.063000000000002,225,Brazil
1974-06-01,23289,203,Brazil
1974-07-01,23176,215,Brazil
1974-08-01,24394,219,Brazil
1974-09-01,25135,223,Brazil
1974-10-01,25.076999999999998,126,Brazil
1974-11-01,25524,337,Brazil
1974-12-01,24807,155,Brazil
1975-01-01,25.113000000000003,97,Brazil
1975-02-01,25.241000000000003,0.16399999999999998,Brazil
1975-03-01,25334,211,Brazil
1975-04-01,24483,172,Brazil
1975-05-01,23796,151,Brazil
1975-06-01,23535,311,Brazil
1975-07-01,22693,292,Brazil
1975-08-01,24549,344,Brazil
1975-09-01,25382,0.31,Brazil
1975-10-01,25391,222,Brazil
1975-11-01,25337,121,Brazil
1975-12-01,25267,134,Brazil
1976-01-01,25.322000000000006,139,Brazil
1976-02-01,24.857000000000006,0.12,Brazil
1976-03-01,24.866999999999997,268,Brazil
1976-04-01,24489,193,Brazil
1976-05-01,24.151999999999997,374,Brazil
1976-06-01,23.308000000000003,336,Brazil
1976-07-01,23.581999999999997,0.45,Brazil
1976-08-01,24.773000000000003,212,Brazil
1976-09-01,24981,326,Brazil
1976-10-01,25276,234,Brazil
1976-11-01,25.403000000000002,165,Brazil
1976-12-01,25618,222,Brazil
1977-01-01,25449,154,Brazil
1977-02-01,25393,228,Brazil
1977-03-01,25807,0.18600000000000005,Brazil
1977-04-01,24839,118,Brazil
1977-05-01,23.97,268,Brazil
1977-06-01,23.791999999999998,223,Brazil
1977-07-01,24552,0.21600000000000005,Brazil
1977-08-01,24984,313,Brazil
1977-09-01,25577,0.18600000000000005,Brazil
1977-10-01,25715,213,Brazil
1977-11-01,25926,124,Brazil
1977-12-01,25584,382,Brazil
1978-01-01,25.570999999999998,183,Brazil
1978-02-01,25884,149,Brazil
1978-03-01,25.488000000000003,208,Brazil
1978-04-01,24.755000000000006,219,Brazil
1978-05-01,24.054000000000002,219,Brazil
1978-06-01,23426,0.22,Brazil
1978-07-01,24145,0.34,Brazil
1978-08-01,23.85,258,Brazil
1978-09-01,25245,212,Brazil
1978-10-01,25739,152,Brazil
1978-11-01,25792,0.21,Brazil
1978-12-01,25.180999999999997,223,Brazil
1979-01-01,25.201999999999998,218,Brazil
1979-02-01,25397,174,Brazil
1979-03-01,25.374000000000002,165,Brazil
1979-04-01,24732,236,Brazil
1979-05-01,24.331999999999997,313,Brazil
1979-06-01,23081,127,Brazil
1979-07-01,23.66,201,Brazil
1979-08-01,25052,285,Brazil
1979-09-01,25.034000000000002,215,Brazil
1979-10-01,25984,187,Brazil
1979-11-01,25701,187,Brazil
1979-12-01,25783,138,Brazil
1980-01-01,25487,149,Brazil
1980-02-01,25.456999999999997,226,Brazil
1980-03-01,25759,228,Brazil
1980-04-01,25189,301,Brazil
1980-05-01,24871,0.31,Brazil
1980-06-01,23861,184,Brazil
1980-07-01,23.875999999999998,0.26,Brazil
1980-08-01,24979,262,Brazil
1980-09-01,25163,0.16899999999999998,Brazil
1980-10-01,25.96,112,Brazil
1980-11-01,25502,154,Brazil
1980-12-01,25.671999999999997,136,Brazil
1981-01-01,25435,0.14800000000000002,Brazil
1981-02-01,25.605999999999998,208,Brazil
1981-03-01,25663,0.14800000000000002,Brazil
1981-04-01,25177,197,Brazil
1981-05-01,24796,319,Brazil
1981-06-01,23384,214,Brazil
1981-07-01,22.819000000000003,444,Brazil
1981-08-01,24.738000000000003,261,Brazil
1981-09-01,25219,184,Brazil
1981-10-01,25318,232,Brazil
1981-11-01,25908,197,Brazil
1981-12-01,25.738000000000003,259,Brazil
1982-01-01,25379,226,Brazil
1982-02-01,25603,132,Brazil
1982-03-01,25568,184,Brazil
1982-04-01,24.781999999999996,172,Brazil
1982-05-01,24329,243,Brazil
1982-06-01,24296,299,Brazil
1982-07-01,24366,374,Brazil
1982-08-01,24939,0.17600000000000002,Brazil
1982-09-01,25491,151,Brazil
1982-10-01,25825,272,Brazil
1982-11-01,26344,304,Brazil
1982-12-01,25842,0.28300000000000003,Brazil
1983-01-01,26.293000000000006,184,Brazil
1983-02-01,26.290000000000006,274,Brazil
1983-03-01,25842,211,Brazil
1983-04-01,25708,273,Brazil
1983-05-01,25518,226,Brazil
1983-06-01,23.758000000000006,316,Brazil
1983-07-01,24.256999999999998,205,Brazil
1983-08-01,24548,0.29100000000000004,Brazil
1983-09-01,25381,319,Brazil
1983-10-01,25366,218,Brazil
1983-11-01,25.73,133,Brazil
1983-12-01,25518,273,Brazil
1984-01-01,25678,189,Brazil
1984-02-01,25909,229,Brazil
1984-03-01,25.721999999999998,211,Brazil
1984-04-01,24579,123,Brazil
1984-05-01,24.88,0.16399999999999998,Brazil
1984-06-01,23814,158,Brazil
1984-07-01,24025,269,Brazil
1984-08-01,24143,0.19,Brazil
1984-09-01,24946,141,Brazil
1984-10-01,26.008000000000006,237,Brazil
1984-11-01,25.958000000000002,247,Brazil
1984-12-01,25.656999999999996,0.18600000000000005,Brazil
1985-01-01,25249,257,Brazil
1985-02-01,25612,325,Brazil
1985-03-01,25674,199,Brazil
1985-04-01,25.03,336,Brazil
1985-05-01,24.543000000000003,142,Brazil
1985-06-01,23.035999999999998,297,Brazil
1985-07-01,23.340999999999998,175,Brazil
1985-08-01,24.444000000000003,228,Brazil
1985-09-01,25465,264,Brazil
1985-10-01,25.691000000000006,0.17600000000000002,Brazil
1985-11-01,25.93,132,Brazil
1985-12-01,25573,314,Brazil
1986-01-01,25554,184,Brazil
1986-02-01,25.584000000000003,233,Brazil
1986-03-01,25.351999999999997,209,Brazil
1986-04-01,25.441000000000006,158,Brazil
1986-05-01,24939,232,Brazil
1986-06-01,23.790000000000006,0.29,Brazil
1986-07-01,23516,149,Brazil
1986-08-01,25004,154,Brazil
1986-09-01,25155,292,Brazil
1986-10-01,25378,0.12,Brazil
1986-11-01,26051,0.17600000000000002,Brazil
1986-12-01,25.808000000000003,202,Brazil
1987-01-01,25.886999999999997,0.23,Brazil
1987-02-01,25.959000000000003,209,Brazil
1987-03-01,25619,199,Brazil
1987-04-01,25645,129,Brazil
1987-05-01,24639,141,Brazil
1987-06-01,23.918000000000006,257,Brazil
1987-07-01,24989,0.27,Brazil
1987-08-01,24.83,265,Brazil
1987-09-01,25927,212,Brazil
1987-10-01,26579,203,Brazil
1987-11-01,26482,172,Brazil
1987-12-01,26287,183,Brazil
1988-01-01,26204,151,Brazil
1988-02-01,25.947000000000006,0.14400000000000002,Brazil
1988-03-01,26.076999999999998,182,Brazil
1988-04-01,25265,145,Brazil
1988-05-01,24462,119,Brazil
1988-06-01,23.320999999999998,182,Brazil
1988-07-01,22924,277,Brazil
1988-08-01,24803,269,Brazil
1988-09-01,26.07,0.22,Brazil
1988-10-01,25.843000000000004,214,Brazil
1988-11-01,25751,0.16899999999999998,Brazil
1988-12-01,25461,194,Brazil
1989-01-01,25268,173,Brazil
1989-02-01,25399,133,Brazil
1989-03-01,25.340999999999998,128,Brazil
1989-04-01,25068,0.21600000000000005,Brazil
1989-05-01,23.86,197,Brazil
1989-06-01,23.816999999999997,183,Brazil
1989-07-01,23064,388,Brazil
1989-08-01,24666,311,Brazil
1989-09-01,25367,159,Brazil
1989-10-01,25434,0.25,Brazil
1989-11-01,25.923000000000002,0.2,Brazil
1989-12-01,25.25,185,Brazil
1990-01-01,25.805999999999997,191,Brazil
1990-02-01,25541,0.17,Brazil
1990-03-01,26.03,194,Brazil
1990-04-01,25693,138,Brazil
1990-05-01,24.453000000000003,163,Brazil
1990-06-01,23.863000000000003,0.35600000000000004,Brazil
1990-07-01,23.215999999999998,96,Brazil
1990-08-01,24669,0.29100000000000004,Brazil
1990-09-01,25125,267,Brazil
1990-10-01,26392,263,Brazil
1990-11-01,26.534000000000002,267,Brazil
1990-12-01,25.976999999999997,211,Brazil
1991-01-01,25638,114,Brazil
1991-02-01,26004,132,Brazil
1991-03-01,25706,231,Brazil
1991-04-01,25233,156,Brazil
1991-05-01,24816,136,Brazil
1991-06-01,24.130000000000006,138,Brazil
1991-07-01,23.583000000000002,0.14,Brazil
1991-08-01,24502,269,Brazil
1991-09-01,25678,188,Brazil
1991-10-01,25.826999999999998,86,Brazil
1991-11-01,26103,149,Brazil
1991-12-01,26.285999999999998,177,Brazil
1992-01-01,26015,185,Brazil
1992-02-01,25.680000000000003,256,Brazil
1992-03-01,25741,188,Brazil
1992-04-01,25.531999999999996,293,Brazil
1992-05-01,25.410999999999998,0.16399999999999998,Brazil
1992-06-01,24.726999999999997,276,Brazil
1992-07-01,23.313000000000002,0.17800000000000002,Brazil
1992-08-01,24552,201,Brazil
1992-09-01,25.03,316,Brazil
1992-10-01,25815,151,Brazil
1992-11-01,25604,215,Brazil
1992-12-01,25596,328,Brazil
1993-01-01,25879,0.28,Brazil
1993-02-01,25.357000000000006,165,Brazil
1993-03-01,25.973000000000003,195,Brazil
1993-04-01,25454,145,Brazil
1993-05-01,24721,324,Brazil
1993-06-01,23994,0.16,Brazil
1993-07-01,23908,258,Brazil
1993-08-01,24625,295,Brazil
1993-09-01,25.798000000000002,141,Brazil
1993-10-01,26269,0.16699999999999998,Brazil
1993-11-01,26287,261,Brazil
1993-12-01,25994,0.13,Brazil
1994-01-01,25579,197,Brazil
1994-02-01,25.825000000000006,124,Brazil
1994-03-01,25.555999999999997,0.16399999999999998,Brazil
1994-04-01,25304,239,Brazil
1994-05-01,25206,0.16699999999999998,Brazil
1994-06-01,23906,255,Brazil
1994-07-01,23.805999999999997,192,Brazil
1994-08-01,24.819000000000003,0.14300000000000002,Brazil
1994-09-01,26187,139,Brazil
1994-10-01,26493,0.16,Brazil
1994-11-01,26479,279,Brazil
1994-12-01,26296,243,Brazil
1995-01-01,26131,308,Brazil
1995-02-01,25.8,179,Brazil
1995-03-01,26.070999999999998,154,Brazil
1995-04-01,25.076999999999998,234,Brazil
1995-05-01,24535,166,Brazil
1995-06-01,24184,289,Brazil
1995-07-01,24763,297,Brazil
1995-08-01,25.566999999999997,0.13699999999999998,Brazil
1995-09-01,26359,266,Brazil
1995-10-01,26.25,0.06,Brazil
1995-11-01,25.929000000000002,174,Brazil
1995-12-01,25987,182,Brazil
1996-01-01,25814,161,Brazil
1996-02-01,26125,174,Brazil
1996-03-01,25.723000000000003,107,Brazil
1996-04-01,25326,121,Brazil
1996-05-01,24732,0.16899999999999998,Brazil
1996-06-01,23393,236,Brazil
1996-07-01,23736,267,Brazil
1996-08-01,25201,246,Brazil
1996-09-01,25765,0.14400000000000002,Brazil
1996-10-01,26083,106,Brazil
1996-11-01,25857,139,Brazil
1996-12-01,26299,0.16,Brazil
1997-01-01,25.630000000000006,151,Brazil
1997-02-01,25746,0.17800000000000002,Brazil
1997-03-01,25.261999999999997,256,Brazil
1997-04-01,24938,159,Brazil
1997-05-01,24.398000000000003,0.12,Brazil
1997-06-01,24205,125,Brazil
1997-07-01,24342,0.18,Brazil
1997-08-01,24.971999999999998,0.21,Brazil
1997-09-01,26779,299,Brazil
1997-10-01,26881,146,Brazil
1997-11-01,26921,95,Brazil
1997-12-01,26639,126,Brazil
1998-01-01,26.700000000000006,235,Brazil
1998-02-01,26.904000000000003,0.16699999999999998,Brazil
1998-03-01,26.67,191,Brazil
1998-04-01,26504,213,Brazil
1998-05-01,25.12,138,Brazil
1998-06-01,24245,0.13699999999999998,Brazil
1998-07-01,24831,234,Brazil
1998-08-01,25.840999999999998,159,Brazil
1998-09-01,26.188000000000002,179,Brazil
1998-10-01,26413,119,Brazil
1998-11-01,25954,232,Brazil
1998-12-01,26135,117,Brazil
1999-01-01,25923,124,Brazil
1999-02-01,25.991000000000003,174,Brazil
1999-03-01,25795,126,Brazil
1999-04-01,25094,109,Brazil
1999-05-01,24154,0.16699999999999998,Brazil
1999-06-01,24034,94,Brazil
1999-07-01,24096,155,Brazil
1999-08-01,24743,237,Brazil
1999-09-01,26109,172,Brazil
1999-10-01,25.921999999999997,157,Brazil
1999-11-01,25.723000000000003,87,Brazil
1999-12-01,25855,141,Brazil
2000-01-01,25653,155,Brazil
2000-02-01,25463,162,Brazil
2000-03-01,25.445999999999998,187,Brazil
2000-04-01,25.101999999999997,92,Brazil
2000-05-01,24614,0.21600000000000005,Brazil
2000-06-01,24268,246,Brazil
2000-07-01,23.17,0.17800000000000002,Brazil
2000-08-01,25.11,195,Brazil
2000-09-01,25381,134,Brazil
2000-10-01,26393,134,Brazil
2000-11-01,25916,98,Brazil
2000-12-01,25842,184,Brazil
2001-01-01,25.55,171,Brazil
2001-02-01,25881,227,Brazil
2001-03-01,25.881999999999998,138,Brazil
2001-04-01,25.82,175,Brazil
2001-05-01,24.84,175,Brazil
2001-06-01,23497,225,Brazil
2001-07-01,24344,0.14300000000000002,Brazil
2001-08-01,25441,182,Brazil
2001-09-01,26014,142,Brazil
2001-10-01,26253,129,Brazil
2001-11-01,26507,168,Brazil
2001-12-01,26024,0.16399999999999998,Brazil
2002-01-01,25.837000000000003,199,Brazil
2002-02-01,25868,133,Brazil
2002-03-01,26311,161,Brazil
2002-04-01,25881,115,Brazil
2002-05-01,25.363000000000003,211,Brazil
2002-06-01,24.241999999999997,0.21,Brazil
2002-07-01,24514,171,Brazil
2002-08-01,25774,157,Brazil
2002-09-01,25908,152,Brazil
2002-10-01,26956,155,Brazil
2002-11-01,26.583000000000002,126,Brazil
2002-12-01,26.366999999999997,139,Brazil
2003-01-01,26.392000000000003,153,Brazil
2003-02-01,26.130000000000006,231,Brazil
2003-03-01,25.930999999999997,129,Brazil
2003-04-01,25594,276,Brazil
2003-05-01,24814,172,Brazil
2003-06-01,24706,315,Brazil
2003-07-01,24305,327,Brazil
2003-08-01,24744,297,Brazil
2003-09-01,25812,247,Brazil
2003-10-01,26206,248,Brazil
2003-11-01,26.278000000000002,0.18600000000000005,Brazil
2003-12-01,26.54,192,Brazil
2004-01-01,25.956999999999997,272,Brazil
2004-02-01,25.584000000000003,0.2,Brazil
2004-03-01,25896,199,Brazil
2004-04-01,25.816000000000006,0.13699999999999998,Brazil
2004-05-01,24316,179,Brazil
2004-06-01,24.02,248,Brazil
2004-07-01,23899,0.17,Brazil
2004-08-01,25054,194,Brazil
2004-09-01,26314,189,Brazil
2004-10-01,26243,226,Brazil
2004-11-01,26486,185,Brazil
2004-12-01,26373,177,Brazil
2005-01-01,26486,184,Brazil
2005-02-01,26.28,136,Brazil
2005-03-01,26.19,122,Brazil
2005-04-01,25.831999999999997,231,Brazil
2005-05-01,25259,209,Brazil
2005-06-01,24962,189,Brazil
2005-07-01,24.159000000000002,0.14,Brazil
2005-08-01,25713,153,Brazil
2005-09-01,25746,0.14,Brazil
2005-10-01,26794,139,Brazil
2005-11-01,26535,147,Brazil
2005-12-01,25.715999999999998,175,Brazil
2006-01-01,26185,249,Brazil
2006-02-01,26.06,147,Brazil
2006-03-01,26.034000000000002,187,Brazil
2006-04-01,25.19,297,Brazil
2006-05-01,23965,402,Brazil
2006-06-01,24064,306,Brazil
2006-07-01,24494,207,Brazil
2006-08-01,25.471999999999998,275,Brazil
2006-09-01,25995,235,Brazil
2006-10-01,26301,159,Brazil
2006-11-01,26152,153,Brazil
2006-12-01,26.291999999999998,215,Brazil
2007-01-01,26409,0.14,Brazil
2007-02-01,26.026000000000003,0.17600000000000002,Brazil
2007-03-01,26112,156,Brazil
2007-04-01,25.75,198,Brazil
2007-05-01,24.519000000000002,153,Brazil
2007-06-01,24378,165,Brazil
2007-07-01,24199,94,Brazil
2007-08-01,24.906999999999996,211,Brazil
2007-09-01,26539,247,Brazil
2007-10-01,26689,114,Brazil
2007-11-01,26475,0.17800000000000002,Brazil
2007-12-01,26013,0.17600000000000002,Brazil
2008-01-01,25561,153,Brazil
2008-02-01,25565,131,Brazil
2008-03-01,25.421999999999997,218,Brazil
2008-04-01,25.160999999999998,171,Brazil
2008-05-01,24206,0.14300000000000002,Brazil
2008-06-01,23674,139,Brazil
2008-07-01,24529,0.12,Brazil
2008-08-01,25781,0.16899999999999998,Brazil
2008-09-01,26.046999999999997,252,Brazil
2008-10-01,26678,171,Brazil
2008-11-01,26.508000000000003,0.14800000000000002,Brazil
2008-12-01,25.791999999999998,136,Brazil
2009-01-01,25858,0.09,Brazil
2009-02-01,25.796000000000006,0.17,Brazil
2009-03-01,26.03,163,Brazil
2009-04-01,25.26,0.21,Brazil
2009-05-01,24.671999999999997,174,Brazil
2009-06-01,23.625999999999998,224,Brazil
2009-07-01,24375,0.17800000000000002,Brazil
2009-08-01,25474,193,Brazil
2009-09-01,26.54,251,Brazil
