dt,AverageTemperature,AverageTemperatureUncertainty,Country
1879-04-01,5.247000000000001,1084,United Kingdom
1879-05-01,7.9060000000000015,1033,United Kingdom
1879-06-01,11665,711,United Kingdom
1879-07-01,12378,906,United Kingdom
1879-08-01,13118,0.8590000000000001,United Kingdom
1879-09-01,11184,0.6579999999999999,United Kingdom
1879-10-01,8263,785,United Kingdom
1879-11-01,4574,759,United Kingdom
1879-12-01,1.3400000000000003,848,United Kingdom
1880-01-01,2319,1031,United Kingdom
1880-02-01,5.64,414,United Kingdom
1880-03-01,6065,0.7190000000000001,United Kingdom
1880-04-01,7164,525,United Kingdom
1880-05-01,9374,0.7609999999999999,United Kingdom
1880-06-01,12136,478,United Kingdom
1880-07-01,13626,0.6459999999999999,United Kingdom
1880-08-01,14.892999999999999,0.69,United Kingdom
1880-09-01,13.21,0.7959999999999999,United Kingdom
1880-10-01,6.556000000000001,0.6409999999999999,United Kingdom
1880-11-01,5138,1636,United Kingdom
1880-12-01,4.5230000000000015,574,United Kingdom
1881-01-01,-0.6589999999999998,741,United Kingdom
1881-02-01,3.0,877,United Kingdom
1881-03-01,4.611000000000001,674,United Kingdom
1881-04-01,6.1530000000000005,647,United Kingdom
1881-05-01,10228,626,United Kingdom
1881-06-01,11.854000000000001,0.8220000000000001,United Kingdom
1881-07-01,14328,0.5870000000000001,United Kingdom
1881-08-01,12338,597,United Kingdom
1881-09-01,11399,657,United Kingdom
1881-10-01,7.1160000000000005,512,United Kingdom
1881-11-01,8075,843,United Kingdom
1881-12-01,3872,919,United Kingdom
1882-01-01,5.1370000000000005,927,United Kingdom
1882-02-01,5974,654,United Kingdom
1882-03-01,6.832999999999999,679,United Kingdom
1882-04-01,6985,428,United Kingdom
1882-05-01,10132,0.69,United Kingdom
1882-06-01,11701,635,United Kingdom
1882-07-01,13.630999999999998,0.51,United Kingdom
1882-08-01,13567,0.5760000000000001,United Kingdom
1882-09-01,10934,456,United Kingdom
1882-10-01,9003,419,United Kingdom
1882-11-01,5.212999999999999,777,United Kingdom
1882-12-01,2.8500000000000005,0.51,United Kingdom
1883-01-01,4409,478,United Kingdom
1883-02-01,5.5120000000000005,1008,United Kingdom
1883-03-01,2516,674,United Kingdom
1883-04-01,7164,421,United Kingdom
1883-05-01,9277,0.52,United Kingdom
1883-06-01,12138,0.5720000000000001,United Kingdom
1883-07-01,12987,648,United Kingdom
1883-08-01,13624,568,United Kingdom
1883-09-01,11823,503,United Kingdom
1883-10-01,8709,527,United Kingdom
1883-11-01,5586,0.5820000000000001,United Kingdom
1883-12-01,4.513000000000001,757,United Kingdom
1884-01-01,5.73,526,United Kingdom
1884-02-01,5097,0.5870000000000001,United Kingdom
1884-03-01,5915,815,United Kingdom
1884-04-01,6.327999999999999,544,United Kingdom
1884-05-01,9731,524,United Kingdom
1884-06-01,12.107000000000001,605,United Kingdom
1884-07-01,14.2,484,United Kingdom
1884-08-01,14907,669,United Kingdom
1884-09-01,12.857000000000001,589,United Kingdom
1884-10-01,8584,672,United Kingdom
1884-11-01,5359,624,United Kingdom
1884-12-01,4.0280000000000005,978,United Kingdom
1885-01-01,2822,0.7290000000000001,United Kingdom
1885-02-01,5129,0.8,United Kingdom
1885-03-01,4427,544,United Kingdom
1885-04-01,6817,0.6659999999999999,United Kingdom
1885-05-01,7.7989999999999995,659,United Kingdom
1885-06-01,12077,0.5489999999999999,United Kingdom
1885-07-01,14155,609,United Kingdom
1885-08-01,12.24,802,United Kingdom
1885-09-01,10915,0.5,United Kingdom
1885-10-01,6.617999999999999,599,United Kingdom
1885-11-01,5596,784,United Kingdom
1885-12-01,3788,942,United Kingdom
1886-01-01,1.96,0.8370000000000001,United Kingdom
1886-02-01,1899,1002,United Kingdom
1886-03-01,3819,529,United Kingdom
1886-04-01,6572,459,United Kingdom
1886-05-01,9035,624,United Kingdom
1886-06-01,11.800999999999998,515,United Kingdom
1886-07-01,13.895999999999999,621,United Kingdom
1886-08-01,13.815999999999999,522,United Kingdom
1886-09-01,11.984000000000002,488,United Kingdom
1886-10-01,9956,0.7490000000000001,United Kingdom
1886-11-01,6.4079999999999995,845,United Kingdom
1886-12-01,2.0540000000000003,1054,United Kingdom
1887-01-01,2.8480000000000003,1023,United Kingdom
1887-02-01,4327,1117,United Kingdom
1887-03-01,3788,742,United Kingdom
1887-04-01,5694,0.64,United Kingdom
1887-05-01,8788,591,United Kingdom
1887-06-01,13781,539,United Kingdom
1887-07-01,15.255999999999998,629,United Kingdom
1887-08-01,13683,565,United Kingdom
1887-09-01,10.640999999999998,563,United Kingdom
1887-10-01,6.7040000000000015,515,United Kingdom
1887-11-01,4.5569999999999995,738,United Kingdom
1887-12-01,2772,737,United Kingdom
1888-01-01,3633,1164,United Kingdom
1888-02-01,2157,1082,United Kingdom
1888-03-01,2986,688,United Kingdom
1888-04-01,5607,727,United Kingdom
1888-05-01,9384,0.48,United Kingdom
1888-06-01,11525,467,United Kingdom
1888-07-01,12093,563,United Kingdom
1888-08-01,12537,451,United Kingdom
1888-09-01,11.09,435,United Kingdom
1888-10-01,7.742999999999999,649,United Kingdom
1888-11-01,6.9639999999999995,512,United Kingdom
1888-12-01,4852,823,United Kingdom
1889-01-01,3727,625,United Kingdom
1889-02-01,3111,611,United Kingdom
1889-03-01,4622,0.57,United Kingdom
1889-04-01,6228,485,United Kingdom
1889-05-01,11458,0.5539999999999999,United Kingdom
1889-06-01,13716,0.45,United Kingdom
1889-07-01,13307,476,United Kingdom
1889-08-01,13172,541,United Kingdom
1889-09-01,11462,588,United Kingdom
1889-10-01,7905,504,United Kingdom
1889-11-01,6.54,0.7909999999999999,United Kingdom
1889-12-01,3.649000000000001,1005,United Kingdom
1890-01-01,5434,0.66,United Kingdom
1890-02-01,3.56,1024,United Kingdom
1890-03-01,5768,917,United Kingdom
1890-04-01,6.486000000000001,0.7120000000000001,United Kingdom
1890-05-01,10526,765,United Kingdom
1890-06-01,12.220999999999998,0.5710000000000001,United Kingdom
1890-07-01,12808,544,United Kingdom
1890-08-01,12.892999999999999,569,United Kingdom
1890-09-01,13419,0.59,United Kingdom
1890-10-01,9049,556,United Kingdom
1890-11-01,5.6880000000000015,0.5660000000000001,United Kingdom
1890-12-01,0.8470000000000004,665,United Kingdom
1891-01-01,2127,0.6890000000000001,United Kingdom
1891-02-01,5.0569999999999995,579,United Kingdom
1891-03-01,3819,0.47,United Kingdom
1891-04-01,5.452000000000001,0.45,United Kingdom
1891-05-01,8425,482,United Kingdom
1891-06-01,12916,0.53,United Kingdom
1891-07-01,13433,565,United Kingdom
1891-08-01,12.815999999999999,0.5770000000000001,United Kingdom
1891-09-01,12673,494,United Kingdom
1891-10-01,8548,561,United Kingdom
1891-11-01,5.2810000000000015,0.7,United Kingdom
1891-12-01,4.287000000000001,0.7070000000000001,United Kingdom
1892-01-01,2444,0.7909999999999999,United Kingdom
1892-02-01,3.5189999999999997,545,United Kingdom
1892-03-01,2.85,762,United Kingdom
1892-04-01,6.5150000000000015,406,United Kingdom
1892-05-01,10025,528,United Kingdom
1892-06-01,11678,0.49,United Kingdom
1892-07-01,12.725999999999999,573,United Kingdom
1892-08-01,13.515999999999998,466,United Kingdom
1892-09-01,10935,426,United Kingdom
1892-10-01,6485,447,United Kingdom
1892-11-01,6331,682,United Kingdom
1892-12-01,2.2280000000000006,741,United Kingdom
1893-01-01,2.39,0.8009999999999999,United Kingdom
1893-02-01,4.4910000000000005,569,United Kingdom
1893-03-01,6863,527,United Kingdom
1893-04-01,8.937000000000001,486,United Kingdom
1893-05-01,11423,517,United Kingdom
1893-06-01,13747,595,United Kingdom
1893-07-01,14457,696,United Kingdom
1893-08-01,15.357999999999999,578,United Kingdom
1893-09-01,11633,534,United Kingdom
1893-10-01,8927,474,United Kingdom
1893-11-01,4995,0.5579999999999999,United Kingdom
1893-12-01,4.66,727,United Kingdom
1894-01-01,3.2319999999999998,805,United Kingdom
1894-02-01,4.843999999999999,685,United Kingdom
1894-03-01,6.3839999999999995,728,United Kingdom
1894-04-01,8604,505,United Kingdom
1894-05-01,8116,486,United Kingdom
1894-06-01,12093,488,United Kingdom
1894-07-01,14.23,545,United Kingdom
1894-08-01,12907,0.5660000000000001,United Kingdom
1894-09-01,10693,434,United Kingdom
1894-10-01,8191,0.45,United Kingdom
1894-11-01,7397,701,United Kingdom
1894-12-01,4.824000000000002,635,United Kingdom
1895-01-01,0.5260000000000002,0.7020000000000001,United Kingdom
1895-02-01,-0.6860000000000004,632,United Kingdom
1895-03-01,5052,332,United Kingdom
1895-04-01,7.41,429,United Kingdom
1895-05-01,10901,445,United Kingdom
1895-06-01,13019,449,United Kingdom
1895-07-01,13431,448,United Kingdom
1895-08-01,14.040999999999999,0.41,United Kingdom
1895-09-01,13999,382,United Kingdom
1895-10-01,6.61,335,United Kingdom
1895-11-01,6849,373,United Kingdom
1895-12-01,3754,0.56,United Kingdom
1896-01-01,4715,461,United Kingdom
1896-02-01,5152,564,United Kingdom
1896-03-01,6308,0.39,United Kingdom
1896-04-01,8.059000000000001,425,United Kingdom
1896-05-01,10956,318,United Kingdom
1896-06-01,13912,362,United Kingdom
1896-07-01,14337,377,United Kingdom
1896-08-01,12818,468,United Kingdom
1896-09-01,11.722000000000001,445,United Kingdom
1896-10-01,6.373000000000001,499,United Kingdom
1896-11-01,4.8389999999999995,581,United Kingdom
1896-12-01,3727,0.6559999999999999,United Kingdom
1897-01-01,1848,997,United Kingdom
1897-02-01,5303,0.5820000000000001,United Kingdom
1897-03-01,5943,0.4970000000000001,United Kingdom
1897-04-01,6129,468,United Kingdom
1897-05-01,8821,377,United Kingdom
1897-06-01,12943,418,United Kingdom
1897-07-01,14512,364,United Kingdom
1897-08-01,14579,462,United Kingdom
1897-09-01,10923,446,United Kingdom
1897-10-01,9215,454,United Kingdom
1897-11-01,7195,0.7,United Kingdom
1897-12-01,4623,454,United Kingdom
1898-01-01,6.3130000000000015,0.7959999999999999,United Kingdom
1898-02-01,4564,615,United Kingdom
1898-03-01,4.3389999999999995,552,United Kingdom
1898-04-01,7521,455,United Kingdom
1898-05-01,8849,494,United Kingdom
1898-06-01,12.084000000000001,482,United Kingdom
1898-07-01,13.515999999999998,487,United Kingdom
1898-08-01,14401,556,United Kingdom
1898-09-01,13632,0.36,United Kingdom
1898-10-01,10207,453,United Kingdom
1898-11-01,6.492000000000001,0.58,United Kingdom
1898-12-01,6.4590000000000005,0.6729999999999999,United Kingdom
1899-01-01,4.28,823,United Kingdom
1899-02-01,4945,633,United Kingdom
1899-03-01,5042,479,United Kingdom
1899-04-01,6729,518,United Kingdom
1899-05-01,8.658000000000001,499,United Kingdom
1899-06-01,13623,491,United Kingdom
1899-07-01,15129,381,United Kingdom
1899-08-01,15.609000000000002,431,United Kingdom
1899-09-01,11.905999999999999,436,United Kingdom
1899-10-01,8.697000000000001,0.34700000000000003,United Kingdom
1899-11-01,8161,411,United Kingdom
1899-12-01,2.6600000000000006,545,United Kingdom
1900-01-01,4296,0.63,United Kingdom
1900-02-01,2363,731,United Kingdom
1900-03-01,3.6010000000000004,0.41,United Kingdom
1900-04-01,7374,385,United Kingdom
1900-05-01,9.267999999999999,376,United Kingdom
1900-06-01,12941,607,United Kingdom
1900-07-01,15249,552,United Kingdom
1900-08-01,13464,468,United Kingdom
1900-09-01,12327,504,United Kingdom
1900-10-01,8.597999999999999,506,United Kingdom
1900-11-01,6574,506,United Kingdom
1900-12-01,6.550000000000002,722,United Kingdom
1901-01-01,3695,528,United Kingdom
1901-02-01,2.6460000000000004,0.6729999999999999,United Kingdom
1901-03-01,4143,466,United Kingdom
1901-04-01,7495,612,United Kingdom
1901-05-01,10398,539,United Kingdom
1901-06-01,12.229000000000001,539,United Kingdom
1901-07-01,15787,0.5,United Kingdom
1901-08-01,14125,0.47,United Kingdom
1901-09-01,12649,508,United Kingdom
1901-10-01,8.658000000000001,457,United Kingdom
1901-11-01,5296,506,United Kingdom
1901-12-01,3.4290000000000003,0.5579999999999999,United Kingdom
1902-01-01,4466,0.8109999999999999,United Kingdom
1902-02-01,2074,496,United Kingdom
1902-03-01,6266,349,United Kingdom
1902-04-01,6.83,381,United Kingdom
1902-05-01,7.747000000000001,472,United Kingdom
1902-06-01,11838,649,United Kingdom
1902-07-01,12.755999999999998,0.55,United Kingdom
1902-08-01,12498,526,United Kingdom
1902-09-01,11.664000000000001,383,United Kingdom
1902-10-01,8.649000000000001,0.41,United Kingdom
1902-11-01,6.742000000000001,387,United Kingdom
1902-12-01,4488,784,United Kingdom
1903-01-01,3909,0.7709999999999999,United Kingdom
1903-02-01,6544,632,United Kingdom
1903-03-01,6343,0.53,United Kingdom
1903-04-01,5581,436,United Kingdom
1903-05-01,9656,314,United Kingdom
1903-06-01,11477,488,United Kingdom
1903-07-01,13389,469,United Kingdom
1903-08-01,12.64,452,United Kingdom
1903-09-01,11797,486,United Kingdom
1903-10-01,9243,424,United Kingdom
1903-11-01,6.1339999999999995,547,United Kingdom
1903-12-01,3.2390000000000008,0.53,United Kingdom
1904-01-01,4.15,0.8,United Kingdom
1904-02-01,3485,722,United Kingdom
1904-03-01,4314,371,United Kingdom
1904-04-01,7659,297,United Kingdom
1904-05-01,9429,408,United Kingdom
1904-06-01,12093,479,United Kingdom
1904-07-01,14569,457,United Kingdom
1904-08-01,13477,473,United Kingdom
1904-09-01,11458,0.29,United Kingdom
1904-10-01,8898,256,United Kingdom
1904-11-01,5511,382,United Kingdom
1904-12-01,4123,0.46,United Kingdom
1905-01-01,4105,649,United Kingdom
1905-02-01,4869,423,United Kingdom
1905-03-01,6314,461,United Kingdom
1905-04-01,6182,294,United Kingdom
1905-05-01,9619,314,United Kingdom
1905-06-01,13118,501,United Kingdom
1905-07-01,15139,197,United Kingdom
1905-08-01,13.14,317,United Kingdom
1905-09-01,11341,233,United Kingdom
1905-10-01,6676,307,United Kingdom
1905-11-01,4.941000000000002,408,United Kingdom
1905-12-01,5.2410000000000005,564,United Kingdom
1906-01-01,5073,0.5539999999999999,United Kingdom
1906-02-01,3217,534,United Kingdom
1906-03-01,4713,262,United Kingdom
1906-04-01,6.377000000000002,281,United Kingdom
1906-05-01,8956,477,United Kingdom
1906-06-01,12585,0.46,United Kingdom
1906-07-01,13796,332,United Kingdom
1906-08-01,14763,0.3670000000000001,United Kingdom
1906-09-01,12.607999999999999,275,United Kingdom
1906-10-01,9699,266,United Kingdom
1906-11-01,7178,245,United Kingdom
1906-12-01,3.1650000000000005,0.58,United Kingdom
1907-01-01,3.8989999999999996,456,United Kingdom
1907-02-01,3.2510000000000003,443,United Kingdom
1907-03-01,6.17,0.21,United Kingdom
1907-04-01,6.7620000000000005,327,United Kingdom
1907-05-01,9.187999999999999,384,United Kingdom
1907-06-01,10981,331,United Kingdom
1907-07-01,12.6,327,United Kingdom
1907-08-01,12481,0.29100000000000004,United Kingdom
1907-09-01,12.25,269,United Kingdom
1907-10-01,8.915000000000003,282,United Kingdom
1907-11-01,6205,468,United Kingdom
1907-12-01,4.417000000000002,537,United Kingdom
1908-01-01,3116,585,United Kingdom
1908-02-01,5.332000000000001,525,United Kingdom
1908-03-01,4.3279999999999985,325,United Kingdom
1908-04-01,5.446000000000001,232,United Kingdom
1908-05-01,10.927999999999999,345,United Kingdom
1908-06-01,12678,349,United Kingdom
1908-07-01,13953,261,United Kingdom
1908-08-01,13.04,0.24,United Kingdom
1908-09-01,11.815999999999999,375,United Kingdom
1908-10-01,11.005999999999998,381,United Kingdom
1908-11-01,7.071000000000001,429,United Kingdom
1908-12-01,4203,713,United Kingdom
1909-01-01,3819,368,United Kingdom
1909-02-01,3697,0.34700000000000003,United Kingdom
1909-03-01,3528,298,United Kingdom
1909-04-01,7.672999999999999,401,United Kingdom
1909-05-01,9.61,253,United Kingdom
1909-06-01,10.9,244,United Kingdom
1909-07-01,13073,316,United Kingdom
1909-08-01,13877,355,United Kingdom
1909-09-01,10902,248,United Kingdom
1909-10-01,9264,434,United Kingdom
1909-11-01,4.8389999999999995,365,United Kingdom
1909-12-01,3.5610000000000004,419,United Kingdom
1910-01-01,3.5439999999999996,0.46,United Kingdom
1910-02-01,4.78,418,United Kingdom
1910-03-01,5.997999999999999,307,United Kingdom
1910-04-01,6276,366,United Kingdom
1910-05-01,9876,243,United Kingdom
1910-06-01,12828,221,United Kingdom
1910-07-01,12.73,188,United Kingdom
1910-08-01,13635,274,United Kingdom
1910-09-01,11588,166,United Kingdom
1910-10-01,9805,339,United Kingdom
1910-11-01,3761,435,United Kingdom
1910-12-01,5.9639999999999995,459,United Kingdom
1911-01-01,4113,394,United Kingdom
1911-02-01,4811,393,United Kingdom
1911-03-01,5015,387,United Kingdom
1911-04-01,6.7250000000000005,336,United Kingdom
1911-05-01,11425,349,United Kingdom
1911-06-01,12.8,273,United Kingdom
1911-07-01,15698,292,United Kingdom
1911-08-01,15.860999999999999,287,United Kingdom
1911-09-01,12.51,369,United Kingdom
1911-10-01,8493,245,United Kingdom
1911-11-01,5642,396,United Kingdom
1911-12-01,5734,628,United Kingdom
1912-01-01,3.83,705,United Kingdom
1912-02-01,5.1339999999999995,544,United Kingdom
1912-03-01,6.77,377,United Kingdom
1912-04-01,7941,206,United Kingdom
1912-05-01,10308,278,United Kingdom
1912-06-01,12106,298,United Kingdom
1912-07-01,13964,234,United Kingdom
1912-08-01,11.402999999999999,206,United Kingdom
1912-09-01,10187,322,United Kingdom
1912-10-01,7796,341,United Kingdom
1912-11-01,5907,155,United Kingdom
1912-12-01,5.949000000000002,293,United Kingdom
1913-01-01,4257,0.5,United Kingdom
1913-02-01,4933,393,United Kingdom
1913-03-01,5593,207,United Kingdom
1913-04-01,6.94,287,United Kingdom
1913-05-01,10021,236,United Kingdom
1913-06-01,12335,312,United Kingdom
1913-07-01,13042,227,United Kingdom
1913-08-01,13.607999999999999,426,United Kingdom
1913-09-01,12578,388,United Kingdom
1913-10-01,9997,0.3670000000000001,United Kingdom
1913-11-01,7776,332,United Kingdom
1913-12-01,4823,0.34700000000000003,United Kingdom
1914-01-01,3775,619,United Kingdom
1914-02-01,6488,313,United Kingdom
1914-03-01,5.6739999999999995,299,United Kingdom
1914-04-01,8.806000000000003,314,United Kingdom
1914-05-01,9578,406,United Kingdom
1914-06-01,12.754000000000001,279,United Kingdom
1914-07-01,14147,268,United Kingdom
1914-08-01,14415,259,United Kingdom
1914-09-01,12083,0.28300000000000003,United Kingdom
1914-10-01,9.49,0.21600000000000005,United Kingdom
1914-11-01,6.300000000000002,294,United Kingdom
1914-12-01,4.199000000000002,486,United Kingdom
1915-01-01,3.9,371,United Kingdom
1915-02-01,4104,424,United Kingdom
1915-03-01,5.071000000000001,453,United Kingdom
1915-04-01,6.922000000000001,292,United Kingdom
1915-05-01,9325,319,United Kingdom
1915-06-01,12.515999999999998,308,United Kingdom
1915-07-01,13091,206,United Kingdom
1915-08-01,13649,199,United Kingdom
1915-09-01,12103,322,United Kingdom
1915-10-01,8.392000000000001,201,United Kingdom
1915-11-01,3.5389999999999997,0.38,United Kingdom
1915-12-01,4.593999999999999,476,United Kingdom
1916-01-01,6939,0.47,United Kingdom
1916-02-01,3883,601,United Kingdom
1916-03-01,3359,405,United Kingdom
1916-04-01,7256,0.35,United Kingdom
1916-05-01,9.972999999999999,294,United Kingdom
1916-06-01,10438,223,United Kingdom
1916-07-01,13495,244,United Kingdom
1916-08-01,14.495999999999999,305,United Kingdom
1916-09-01,11.85,287,United Kingdom
1916-10-01,9439,251,United Kingdom
1916-11-01,6.672999999999999,172,United Kingdom
1916-12-01,2.9010000000000007,354,United Kingdom
1917-01-01,2133,574,United Kingdom
1917-02-01,2209,348,United Kingdom
1917-03-01,3.4,265,United Kingdom
1917-04-01,4729,349,United Kingdom
1917-05-01,10933,322,United Kingdom
1917-06-01,13138,287,United Kingdom
1917-07-01,14.345999999999998,0.57,United Kingdom
1917-08-01,14.02,405,United Kingdom
1917-09-01,12.58,402,United Kingdom
1917-10-01,6984,203,United Kingdom
1917-11-01,7.6190000000000015,0.34700000000000003,United Kingdom
1917-12-01,2.8080000000000007,368,United Kingdom
1918-01-01,3611,295,United Kingdom
1918-02-01,6.32,412,United Kingdom
1918-03-01,5682,361,United Kingdom
1918-04-01,6.23,0.24,United Kingdom
1918-05-01,11219,0.25,United Kingdom
1918-06-01,11805,228,United Kingdom
1918-07-01,13705,253,United Kingdom
1918-08-01,14168,0.34600000000000003,United Kingdom
1918-09-01,10408,279,United Kingdom
1918-10-01,8589,274,United Kingdom
1918-11-01,5.582999999999999,257,United Kingdom
1918-12-01,6256,361,United Kingdom
1919-01-01,3.3569999999999998,513,United Kingdom
1919-02-01,2438,349,United Kingdom
1919-03-01,3534,385,United Kingdom
1919-04-01,6.45,563,United Kingdom
1919-05-01,11411,453,United Kingdom
1919-06-01,12425,233,United Kingdom
1919-07-01,12627,302,United Kingdom
1919-08-01,13.995999999999999,353,United Kingdom
1919-09-01,11618,212,United Kingdom
1919-10-01,7.4140000000000015,308,United Kingdom
1919-11-01,3.0370000000000004,247,United Kingdom
1919-12-01,4.8389999999999995,398,United Kingdom
1920-01-01,4.71,414,United Kingdom
1920-02-01,5.9350000000000005,415,United Kingdom
1920-03-01,6535,244,United Kingdom
1920-04-01,7.127999999999999,575,United Kingdom
1920-05-01,10321,0.37,United Kingdom
1920-06-01,12667,0.32,United Kingdom
1920-07-01,12697,365,United Kingdom
1920-08-01,12.347999999999999,303,United Kingdom
1920-09-01,11749,0.34,United Kingdom
1920-10-01,9609,315,United Kingdom
1920-11-01,6.9670000000000005,475,United Kingdom
1920-12-01,4208,596,United Kingdom
1921-01-01,6.4830000000000005,451,United Kingdom
1921-02-01,5188,343,United Kingdom
1921-03-01,6.662000000000001,225,United Kingdom
1921-04-01,7.513999999999999,388,United Kingdom
1921-05-01,10055,263,United Kingdom
1921-06-01,12831,392,United Kingdom
1921-07-01,15.78,392,United Kingdom
1921-08-01,13333,308,United Kingdom
1921-09-01,12675,245,United Kingdom
1921-10-01,11579,259,United Kingdom
1921-11-01,4996,386,United Kingdom
1921-12-01,6.229000000000001,488,United Kingdom
1922-01-01,3753,0.46,United Kingdom
1922-02-01,4.56,378,United Kingdom
1922-03-01,4808,0.35600000000000004,United Kingdom
1922-04-01,4974,277,United Kingdom
1922-05-01,10876,341,United Kingdom
1922-06-01,12.024000000000001,0.23,United Kingdom
1922-07-01,12.222999999999999,319,United Kingdom
1922-08-01,12187,361,United Kingdom
1922-09-01,10943,0.28,United Kingdom
1922-10-01,7814,326,United Kingdom
1922-11-01,6.077000000000001,354,United Kingdom
1922-12-01,5466,338,United Kingdom
1923-01-01,5647,433,United Kingdom
1923-02-01,5.3839999999999995,282,United Kingdom
1923-03-01,6227,239,United Kingdom
1923-04-01,6466,0.25,United Kingdom
1923-05-01,8.17,0.18600000000000005,United Kingdom
1923-06-01,11.040999999999999,234,United Kingdom
1923-07-01,15125,292,United Kingdom
1923-08-01,13288,325,United Kingdom
1923-09-01,11073,0.18600000000000005,United Kingdom
1923-10-01,8683,231,United Kingdom
1923-11-01,3.5820000000000003,0.35,United Kingdom
1923-12-01,3.632000000000001,405,United Kingdom
1924-01-01,4604,398,United Kingdom
1924-02-01,3702,0.32299999999999995,United Kingdom
1924-03-01,4051,246,United Kingdom
1924-04-01,6.0950000000000015,312,United Kingdom
1924-05-01,9785,0.44,United Kingdom
1924-06-01,12228,299,United Kingdom
1924-07-01,13467,308,United Kingdom
1924-08-01,12814,263,United Kingdom
1924-09-01,11.812999999999999,225,United Kingdom
1924-10-01,9257,254,United Kingdom
1924-11-01,6937,276,United Kingdom
1924-12-01,6.524000000000001,379,United Kingdom
1925-01-01,5.257999999999999,0.5539999999999999,United Kingdom
1925-02-01,4.81,447,United Kingdom
1925-03-01,4.861000000000001,0.35200000000000004,United Kingdom
1925-04-01,6527,206,United Kingdom
1925-05-01,10073,274,United Kingdom
1925-06-01,13053,322,United Kingdom
1925-07-01,14911,244,United Kingdom
1925-08-01,13814,276,United Kingdom
1925-09-01,10.299000000000001,247,United Kingdom
1925-10-01,9425,381,United Kingdom
1925-11-01,4087,325,United Kingdom
1925-12-01,2.9330000000000007,0.36,United Kingdom
1926-01-01,4.696000000000001,331,United Kingdom
1926-02-01,6.37,276,United Kingdom
1926-03-01,6.082000000000001,285,United Kingdom
1926-04-01,8204,355,United Kingdom
1926-05-01,8945,342,United Kingdom
1926-06-01,11995,442,United Kingdom
1926-07-01,14962,316,United Kingdom
1926-08-01,14533,312,United Kingdom
1926-09-01,12.81,319,United Kingdom
1926-10-01,7171,311,United Kingdom
1926-11-01,5814,371,United Kingdom
1926-12-01,4.497000000000001,359,United Kingdom
1927-01-01,4581,209,United Kingdom
1927-02-01,4673,369,United Kingdom
1927-03-01,6817,266,United Kingdom
1927-04-01,6.9,194,United Kingdom
1927-05-01,9471,262,United Kingdom
1927-06-01,10.771999999999998,212,United Kingdom
1927-07-01,14.119000000000002,256,United Kingdom
1927-08-01,13.915999999999999,0.29,United Kingdom
1927-09-01,11061,174,United Kingdom
1927-10-01,9305,0.17800000000000002,United Kingdom
1927-11-01,5.7890000000000015,379,United Kingdom
1927-12-01,2.2359999999999998,0.4270000000000001,United Kingdom
1928-01-01,4865,274,United Kingdom
1928-02-01,5643,395,United Kingdom
1928-03-01,5568,267,United Kingdom
1928-04-01,7182,225,United Kingdom
1928-05-01,9447,313,United Kingdom
1928-06-01,11.059000000000001,214,United Kingdom
1928-07-01,14056,0.32299999999999995,United Kingdom
1928-08-01,13623,264,United Kingdom
1928-09-01,11.540999999999999,273,United Kingdom
1928-10-01,9199,263,United Kingdom
1928-11-01,7182,388,United Kingdom
1928-12-01,3.7920000000000007,0.43,United Kingdom
1929-01-01,2112,412,United Kingdom
1929-02-01,1.4369999999999998,355,United Kingdom
1929-03-01,6303,0.4320000000000001,United Kingdom
1929-04-01,5.8900000000000015,284,United Kingdom
1929-05-01,10043,275,United Kingdom
1929-06-01,11728,251,United Kingdom
1929-07-01,14.22,311,United Kingdom
1929-08-01,13505,204,United Kingdom
1929-09-01,13745,342,United Kingdom
1929-10-01,8646,194,United Kingdom
1929-11-01,6496,0.31,United Kingdom
1929-12-01,5285,242,United Kingdom
1930-01-01,5131,335,United Kingdom
1930-02-01,2.9530000000000003,256,United Kingdom
1930-03-01,4881,197,United Kingdom
1930-04-01,7263,305,United Kingdom
1930-05-01,9.59,293,United Kingdom
1930-06-01,13.34,258,United Kingdom
1930-07-01,13.597999999999999,249,United Kingdom
1930-08-01,13932,181,United Kingdom
1930-09-01,12306,0.21,United Kingdom
1930-10-01,9245,166,United Kingdom
1930-11-01,5945,251,United Kingdom
1930-12-01,4.553999999999999,0.39,United Kingdom
1931-01-01,3627,396,United Kingdom
1931-02-01,3964,331,United Kingdom
1931-03-01,3997,303,United Kingdom
1931-04-01,6.827999999999999,274,United Kingdom
1931-05-01,10017,264,United Kingdom
1931-06-01,12.399000000000001,209,United Kingdom
1931-07-01,13752,0.29100000000000004,United Kingdom
1931-08-01,12929,184,United Kingdom
1931-09-01,10668,215,United Kingdom
1931-10-01,8387,334,United Kingdom
1931-11-01,7404,229,United Kingdom
1931-12-01,5.49,364,United Kingdom
1932-01-01,6.178999999999999,499,United Kingdom
1932-02-01,4207,377,United Kingdom
1932-03-01,4.946000000000001,316,United Kingdom
1932-04-01,5.992999999999999,0.29,United Kingdom
1932-05-01,9271,301,United Kingdom
1932-06-01,12473,0.32,United Kingdom
1932-07-01,14.222999999999999,271,United Kingdom
1932-08-01,15.020999999999999,219,United Kingdom
1932-09-01,11.879000000000001,196,United Kingdom
1932-10-01,8036,329,United Kingdom
1932-11-01,6465,321,United Kingdom
1932-12-01,5581,312,United Kingdom
1933-01-01,2.9770000000000003,415,United Kingdom
1933-02-01,4298,396,United Kingdom
